,Date,Ethereum[USD],Bitcoin[USD]
127,2021-01-16 21:00:00,1250.0,36392.4
128,2021-01-17 00:00:00,1230.43,36117.1
129,2021-01-17 03:00:00,1245.64,36623.3
130,2021-01-17 06:00:00,1221.23,35900.0
131,2021-01-17 09:00:00,1181.0,34717.6
132,2021-01-17 12:00:00,1200.0,34959.5
133,2021-01-17 15:00:00,1196.0,34899.4
134,2021-01-17 18:00:00,1238.33,35993.8
135,2021-01-17 21:00:00,1221.09,35723.5
136,2021-01-18 00:00:00,1245.0,36262.5
137,2021-01-18 03:00:00,1240.14,36186.0
138,2021-01-18 06:00:00,1201.64,35073.1
139,2021-01-18 09:00:00,1220.1,36096.7
140,2021-01-18 12:00:00,1223.13,36240.2
141,2021-01-18 15:00:00,1243.31,36920.1
142,2021-01-18 18:00:00,1231.37,36223.5
143,2021-01-18 21:00:00,1227.98,36058.0
144,2021-01-19 00:00:00,1242.16,36520.2
145,2021-01-19 03:00:00,1319.2,36936.8
146,2021-01-19 06:00:00,1304.0,36322.2
147,2021-01-19 09:00:00,1376.99,37279.9
148,2021-01-19 12:00:00,1380.0,37162.3
149,2021-01-19 15:00:00,1421.11,37176.5
150,2021-01-19 18:00:00,1421.71,37500.0
151,2021-01-19 21:00:00,1350.59,36246.5
152,2021-01-20 00:00:00,1412.32,36678.8
153,2021-01-20 03:00:00,1388.57,36152.7
154,2021-01-20 06:00:00,1358.6,35307.8
155,2021-01-20 09:00:00,1370.0,35709.9
156,2021-01-20 12:00:00,1304.0,34800.0
157,2021-01-20 15:00:00,1309.17,34980.2
158,2021-01-20 18:00:00,1308.0,34738.9
159,2021-01-20 21:00:00,1346.98,35282.6
160,2021-01-21 00:00:00,1336.08,35049.5
161,2021-01-21 03:00:00,1341.51,34898.5
162,2021-01-21 06:00:00,1292.51,34325.1
163,2021-01-21 09:00:00,1305.76,34663.4
164,2021-01-21 12:00:00,1240.14,32850.0
165,2021-01-21 15:00:00,1232.03,32295.0
166,2021-01-21 18:00:00,1164.48,31056.0
167,2021-01-21 21:00:00,1231.42,32582.6
168,2021-01-22 00:00:00,1135.69,30911.3
169,2021-01-22 03:00:00,1132.0,30117.4
170,2021-01-22 06:00:00,1154.15,30969.5
171,2021-01-22 09:00:00,1140.47,30850.0
172,2021-01-22 12:00:00,1178.25,31415.2
173,2021-01-22 15:00:00,1223.01,32301.2
174,2021-01-22 18:00:00,1235.98,32498.7
175,2021-01-22 21:00:00,1269.0,33669.7
176,2021-01-23 00:00:00,1225.51,32877.4
177,2021-01-23 03:00:00,1235.3,32766.1
178,2021-01-23 06:00:00,1244.95,32686.8
179,2021-01-23 09:00:00,1264.98,33041.4
180,2021-01-23 12:00:00,1246.0,32372.8
181,2021-01-23 15:00:00,1233.0,31884.5
182,2021-01-23 18:00:00,1245.52,32180.9
183,2021-01-23 21:00:00,1258.29,32424.7
184,2021-01-24 00:00:00,1233.8,32141.4
185,2021-01-24 03:00:00,1238.51,31935.7
186,2021-01-24 06:00:00,1321.76,32854.8
187,2021-01-24 09:00:00,1319.0,32904.4
188,2021-01-24 12:00:00,1337.48,32800.7
189,2021-01-24 15:00:00,1327.15,32246.5
190,2021-01-24 18:00:00,1327.38,31779.7
191,2021-01-24 21:00:00,1326.27,31351.1
192,2021-01-25 00:00:00,1367.55,32208.8
193,2021-01-25 03:00:00,1429.64,32949.9
194,2021-01-25 06:00:00,1421.0,33500.0
195,2021-01-25 09:00:00,1425.0,33387.4
196,2021-01-25 12:00:00,1402.0,33191.4
197,2021-01-25 15:00:00,1420.0,34599.9
198,2021-01-25 18:00:00,1406.98,33938.4
199,2021-01-25 21:00:00,1380.67,33365.3
200,2021-01-26 00:00:00,1320.1,32361.3
201,2021-01-26 03:00:00,1375.0,32793.5
202,2021-01-26 06:00:00,1335.64,32005.8
203,2021-01-26 09:00:00,1322.79,31723.6
204,2021-01-26 12:00:00,1334.5,32172.0
205,2021-01-26 15:00:00,1290.04,31746.5
206,2021-01-26 18:00:00,1305.0,32088.8
207,2021-01-26 21:00:00,1340.86,32199.0
208,2021-01-27 00:00:00,1356.45,32740.0
209,2021-01-27 03:00:00,1324.01,32120.3
210,2021-01-27 06:00:00,1310.47,31900.0
211,2021-01-27 09:00:00,1295.67,31837.6
212,2021-01-27 12:00:00,1279.0,31355.5
213,2021-01-27 15:00:00,1237.75,30364.4
214,2021-01-27 18:00:00,1265.91,30569.1
215,2021-01-27 21:00:00,1261.63,30771.1
216,2021-01-28 00:00:00,1256.5,30655.9
217,2021-01-28 03:00:00,1268.99,30880.0
218,2021-01-28 06:00:00,1283.33,31417.4
219,2021-01-28 09:00:00,1290.4,31298.9
220,2021-01-28 12:00:00,1300.0,31580.7
221,2021-01-28 15:00:00,1338.57,31705.1
222,2021-01-28 18:00:00,1347.15,32449.0
223,2021-01-28 21:00:00,1337.6,32714.4
224,2021-01-29 00:00:00,1349.0,33500.0
225,2021-01-29 03:00:00,1347.64,33995.8
226,2021-01-29 06:00:00,1302.8,33207.8
227,2021-01-29 09:00:00,1318.0,32416.8
228,2021-01-29 12:00:00,1377.11,36763.8
229,2021-01-29 15:00:00,1429.99,38383.2
230,2021-01-29 18:00:00,1384.24,36091.7
231,2021-01-29 21:00:00,1349.31,34280.1
232,2021-01-30 00:00:00,1389.42,34484.5
233,2021-01-30 03:00:00,1369.94,34016.5
234,2021-01-30 06:00:00,1340.02,33462.3
235,2021-01-30 09:00:00,1348.59,34100.0
236,2021-01-30 12:00:00,1350.0,34279.3
237,2021-01-30 15:00:00,1364.0,34294.4
238,2021-01-30 18:00:00,1357.14,33964.1
239,2021-01-30 21:00:00,1374.69,34338.0
240,2021-01-31 00:00:00,1387.0,34612.8
241,2021-01-31 03:00:00,1372.5,34277.3
242,2021-01-31 06:00:00,1357.23,34025.8
243,2021-01-31 09:00:00,1348.18,33641.2
244,2021-01-31 12:00:00,1352.66,33680.5
245,2021-01-31 15:00:00,1348.52,33747.5
246,2021-01-31 18:00:00,1316.17,33003.0
247,2021-01-31 21:00:00,1303.0,32813.7
248,2021-02-01 00:00:00,1310.33,33041.2
249,2021-02-01 03:00:00,1315.01,33409.0
250,2021-02-01 06:00:00,1315.41,33533.7
251,2021-02-01 09:00:00,1318.88,33857.1
252,2021-02-01 12:00:00,1325.02,34139.4
253,2021-02-01 15:00:00,1324.98,33674.0
254,2021-02-01 18:00:00,1309.99,33457.5
255,2021-02-01 21:00:00,1332.0,33827.6
256,2021-02-02 00:00:00,1359.26,33539.3
257,2021-02-02 03:00:00,1379.14,33762.8
258,2021-02-02 06:00:00,1379.99,33905.1
259,2021-02-02 09:00:00,1415.0,34302.8
260,2021-02-02 12:00:00,1439.0,35147.1
261,2021-02-02 15:00:00,1428.0,34941.6
262,2021-02-02 18:00:00,1491.13,34998.0
263,2021-02-02 21:00:00,1514.0,35850.0
264,2021-02-03 00:00:00,1533.01,35580.1
265,2021-02-03 03:00:00,1520.0,35826.2
266,2021-02-03 06:00:00,1557.04,36685.4
267,2021-02-03 09:00:00,1547.54,36382.9
268,2021-02-03 12:00:00,1544.06,36094.6
269,2021-02-03 15:00:00,1554.92,36591.6
270,2021-02-03 18:00:00,1608.1,37141.6
271,2021-02-03 21:00:00,1621.7,36877.5
272,2021-02-04 00:00:00,1634.91,37296.3
273,2021-02-04 03:00:00,1692.44,38200.0
274,2021-02-04 06:00:00,1662.56,37679.8
275,2021-02-04 09:00:00,1666.0,37968.8
276,2021-02-04 12:00:00,1639.79,37625.7
277,2021-02-04 15:00:00,1631.78,37543.7
278,2021-02-04 18:00:00,1627.41,36981.7
279,2021-02-04 21:00:00,1654.34,37486.0
280,2021-02-05 00:00:00,1627.41,37327.9
281,2021-02-05 03:00:00,1606.64,36691.9
282,2021-02-05 06:00:00,1632.22,37343.0
283,2021-02-05 09:00:00,1660.0,37697.1
284,2021-02-05 12:00:00,1650.0,37563.0
285,2021-02-05 15:00:00,1721.51,38288.1
286,2021-02-05 18:00:00,1723.16,37875.5
287,2021-02-05 21:00:00,1710.0,37683.8
288,2021-02-06 00:00:00,1706.95,37885.8
289,2021-02-06 03:00:00,1669.83,38768.8
290,2021-02-06 06:00:00,1672.78,39217.9
291,2021-02-06 09:00:00,1675.77,39379.5
292,2021-02-06 12:00:00,1693.66,39990.0
293,2021-02-06 15:00:00,1680.0,40199.1
294,2021-02-06 18:00:00,1695.0,40701.4
295,2021-02-06 21:00:00,1709.98,40204.7
296,2021-02-07 00:00:00,1702.26,40000.1
297,2021-02-07 03:00:00,1637.18,38700.8
298,2021-02-07 06:00:00,1607.8,38290.6
299,2021-02-07 09:00:00,1634.17,39088.1
300,2021-02-07 12:00:00,1638.32,39396.5
301,2021-02-07 15:00:00,1584.2,38625.3
302,2021-02-07 18:00:00,1553.94,38270.3
303,2021-02-07 21:00:00,1567.0,38024.2
304,2021-02-08 00:00:00,1599.0,38870.3
305,2021-02-08 03:00:00,1588.97,38569.6
306,2021-02-08 06:00:00,1616.17,38662.0
307,2021-02-08 09:00:00,1648.99,39312.7
308,2021-02-08 12:00:00,1648.0,39518.5
309,2021-02-08 15:00:00,1689.02,43233.2
310,2021-02-08 18:00:00,1716.01,43384.0
311,2021-02-08 21:00:00,1695.5,43055.1
312,2021-02-09 00:00:00,1712.53,44706.5
313,2021-02-09 03:00:00,1735.59,46252.3
314,2021-02-09 06:00:00,1745.65,46897.5
315,2021-02-09 09:00:00,1776.0,47663.1
316,2021-02-09 12:00:00,1735.0,45892.7
317,2021-02-09 15:00:00,1739.27,46363.5
318,2021-02-09 18:00:00,1735.52,46577.7
319,2021-02-09 21:00:00,1767.41,47042.3
320,2021-02-10 00:00:00,1764.76,46982.4
321,2021-02-10 03:00:00,1801.0,46405.7
322,2021-02-10 06:00:00,1786.11,46048.8
323,2021-02-10 09:00:00,1812.5,46743.0
324,2021-02-10 12:00:00,1800.45,46524.1
325,2021-02-10 15:00:00,1744.95,45716.7
326,2021-02-10 18:00:00,1725.05,44817.8
327,2021-02-10 21:00:00,1740.68,45200.1
328,2021-02-11 00:00:00,1740.44,45166.2
329,2021-02-11 03:00:00,1714.38,44305.8
330,2021-02-11 06:00:00,1720.05,44888.0
331,2021-02-11 09:00:00,1733.34,44771.6
332,2021-02-11 12:00:00,1785.0,46349.3
333,2021-02-11 15:00:00,1793.21,47578.1
334,2021-02-11 18:00:00,1794.5,47731.7
335,2021-02-11 21:00:00,1790.01,47807.0
336,2021-02-12 00:00:00,1782.26,47731.9
337,2021-02-12 03:00:00,1786.42,48489.9
338,2021-02-12 06:00:00,1747.47,47436.9
339,2021-02-12 09:00:00,1767.01,47346.6
340,2021-02-12 12:00:00,1768.99,47489.0
341,2021-02-12 15:00:00,1795.32,47971.5
342,2021-02-12 18:00:00,1820.0,47625.3
343,2021-02-12 21:00:00,1844.98,47378.1
344,2021-02-13 00:00:00,1850.0,47899.2
345,2021-02-13 03:00:00,1855.83,47757.7
346,2021-02-13 06:00:00,1857.09,47999.5
347,2021-02-13 09:00:00,1812.24,47120.0
348,2021-02-13 12:00:00,1800.0,46522.0
349,2021-02-13 15:00:00,1800.0,46868.8
350,2021-02-13 18:00:00,1806.42,47026.0
351,2021-02-13 21:00:00,1799.0,46900.1
352,2021-02-14 00:00:00,1814.62,47100.0
353,2021-02-14 03:00:00,1830.28,47560.5
354,2021-02-14 06:00:00,1818.59,47475.6
355,2021-02-14 09:00:00,1833.43,48751.1
356,2021-02-14 12:00:00,1836.76,49000.2
357,2021-02-14 15:00:00,1815.0,48800.1
358,2021-02-14 18:00:00,1810.0,49059.9
359,2021-02-14 21:00:00,1803.76,48747.2
360,2021-02-15 00:00:00,1820.86,48975.8
361,2021-02-15 03:00:00,1755.87,48094.7
362,2021-02-15 06:00:00,1719.7,46904.0
363,2021-02-15 09:00:00,1752.09,47254.1
364,2021-02-15 12:00:00,1770.2,47899.9
365,2021-02-15 15:00:00,1803.0,48063.9
366,2021-02-15 18:00:00,1819.0,48430.0
367,2021-02-15 21:00:00,1820.93,48737.7
368,2021-02-16 00:00:00,1799.97,48255.0
369,2021-02-16 03:00:00,1797.75,48182.8
370,2021-02-16 06:00:00,1813.88,49399.6
371,2021-02-16 09:00:00,1798.49,49161.8
372,2021-02-16 12:00:00,1793.48,49047.5
373,2021-02-16 15:00:00,1775.0,48900.0
374,2021-02-16 18:00:00,1762.0,48231.7
375,2021-02-16 21:00:00,1752.0,48490.9
376,2021-02-17 00:00:00,1770.0,49177.3
377,2021-02-17 03:00:00,1766.58,49399.9
378,2021-02-17 06:00:00,1740.0,49398.5
379,2021-02-17 09:00:00,1805.0,51222.0
380,2021-02-17 12:00:00,1809.99,51225.1
381,2021-02-17 15:00:00,1825.44,51200.0
382,2021-02-17 18:00:00,1814.81,51221.3
383,2021-02-17 21:00:00,1832.03,52000.0
384,2021-02-18 00:00:00,1838.46,52122.1
385,2021-02-18 03:00:00,1908.42,52187.4
386,2021-02-18 06:00:00,1899.23,52105.1
387,2021-02-18 09:00:00,1899.39,51857.6
388,2021-02-18 12:00:00,1915.11,51681.2
389,2021-02-18 15:00:00,1907.01,51780.0
390,2021-02-18 18:00:00,1919.63,51977.7
391,2021-02-18 21:00:00,1923.97,51749.0
392,2021-02-19 00:00:00,1934.28,51916.7
393,2021-02-19 03:00:00,1902.84,51340.2
394,2021-02-19 06:00:00,1904.42,51183.0
395,2021-02-19 09:00:00,1921.76,51713.3
396,2021-02-19 12:00:00,1928.89,52797.6
397,2021-02-19 15:00:00,1922.96,52767.0
398,2021-02-19 18:00:00,1946.25,54336.9
399,2021-02-19 21:00:00,1955.0,55010.0
400,2021-02-20 00:00:00,1955.92,55542.3
401,2021-02-20 03:00:00,1947.99,56227.0
402,2021-02-20 06:00:00,2024.0,55839.9
403,2021-02-20 09:00:00,1990.0,55445.0
404,2021-02-20 12:00:00,2009.1,55953.4
405,2021-02-20 15:00:00,2030.0,57287.4
406,2021-02-20 18:00:00,2004.97,56745.9
407,2021-02-20 21:00:00,1990.19,56951.6
408,2021-02-21 00:00:00,1896.88,55806.3
409,2021-02-21 03:00:00,1938.38,56360.9
410,2021-02-21 06:00:00,1944.84,56752.9
411,2021-02-21 09:00:00,1910.0,56175.6
412,2021-02-21 12:00:00,1973.0,57529.3
413,2021-02-21 15:00:00,1955.21,57261.8
414,2021-02-21 18:00:00,1952.51,57709.6
415,2021-02-21 21:00:00,1969.58,58165.5
416,2021-02-22 00:00:00,1926.16,57437.3
417,2021-02-22 03:00:00,1913.12,56891.1
418,2021-02-22 06:00:00,1868.54,55816.6
419,2021-02-22 09:00:00,1892.51,56569.3
420,2021-02-22 12:00:00,1815.07,55000.0
421,2021-02-22 15:00:00,1720.22,52000.0
422,2021-02-22 18:00:00,1732.76,53219.5
423,2021-02-22 21:00:00,1748.76,53699.1
424,2021-02-23 00:00:00,1777.93,54224.3
425,2021-02-23 03:00:00,1724.46,52520.8
426,2021-02-23 06:00:00,1623.8,50513.6
427,2021-02-23 09:00:00,1589.45,49698.7
428,2021-02-23 12:00:00,1479.03,47450.9
429,2021-02-23 15:00:00,1554.98,48748.2
430,2021-02-23 18:00:00,1547.78,47339.8
431,2021-02-23 21:00:00,1448.7,45590.5
432,2021-02-24 00:00:00,1567.88,48602.6
433,2021-02-24 03:00:00,1599.0,50265.8
434,2021-02-24 06:00:00,1652.39,50845.8
435,2021-02-24 09:00:00,1647.81,50068.0
436,2021-02-24 12:00:00,1666.0,50308.3
437,2021-02-24 15:00:00,1649.74,49581.5
438,2021-02-24 18:00:00,1649.6,49788.1
439,2021-02-24 21:00:00,1599.38,48991.6
440,2021-02-25 00:00:00,1589.89,48836.0
441,2021-02-25 03:00:00,1626.81,50600.0
442,2021-02-25 06:00:00,1596.21,49648.5
443,2021-02-25 09:00:00,1629.9,50451.9
444,2021-02-25 12:00:00,1617.54,49711.1
445,2021-02-25 15:00:00,1655.0,51477.0
446,2021-02-25 18:00:00,1622.9,50631.9
447,2021-02-25 21:00:00,1589.45,49320.0
448,2021-02-26 00:00:00,1510.67,47885.2
449,2021-02-26 03:00:00,1466.1,46519.3
450,2021-02-26 06:00:00,1503.46,47101.2
451,2021-02-26 09:00:00,1425.0,45131.0
452,2021-02-26 12:00:00,1484.98,46706.0
453,2021-02-26 15:00:00,1460.01,45947.0
454,2021-02-26 18:00:00,1549.99,48211.4
455,2021-02-26 21:00:00,1478.0,46961.1
456,2021-02-27 00:00:00,1432.42,45493.9
457,2021-02-27 03:00:00,1496.54,47825.4
458,2021-02-27 06:00:00,1500.09,47576.3
459,2021-02-27 09:00:00,1491.48,47252.7
460,2021-02-27 12:00:00,1472.0,46874.1
461,2021-02-27 15:00:00,1490.04,47535.7
462,2021-02-27 18:00:00,1470.68,46945.0
463,2021-02-27 21:00:00,1511.0,47486.0
464,2021-02-28 00:00:00,1463.59,45950.0
465,2021-02-28 03:00:00,1466.41,46426.4
466,2021-02-28 06:00:00,1365.74,44461.7
467,2021-02-28 09:00:00,1346.71,44516.0
468,2021-02-28 12:00:00,1366.0,45210.2
469,2021-02-28 15:00:00,1341.72,44000.0
470,2021-02-28 18:00:00,1349.01,43619.2
471,2021-02-28 21:00:00,1396.0,44470.3
472,2021-03-01 00:00:00,1422.02,45239.0
473,2021-03-01 03:00:00,1443.82,46302.0
474,2021-03-01 06:00:00,1443.65,46498.1
475,2021-03-01 09:00:00,1438.0,46530.0
476,2021-03-01 12:00:00,1529.97,47793.0
477,2021-03-01 15:00:00,1528.83,48002.1
478,2021-03-01 18:00:00,1544.35,49111.4
479,2021-03-01 21:00:00,1509.19,48381.4
480,2021-03-02 00:00:00,1551.91,49162.8
481,2021-03-02 03:00:00,1567.92,49378.3
482,2021-03-02 06:00:00,1572.85,49093.0
483,2021-03-02 09:00:00,1543.2,48354.0
484,2021-03-02 12:00:00,1552.83,48598.8
485,2021-03-02 15:00:00,1571.29,49122.2
486,2021-03-02 18:00:00,1499.89,47470.0
487,2021-03-02 21:00:00,1480.0,47505.7
488,2021-03-03 00:00:00,1481.6,47944.4
489,2021-03-03 03:00:00,1524.4,48880.0
490,2021-03-03 06:00:00,1543.0,49138.0
491,2021-03-03 09:00:00,1570.12,49951.0
492,2021-03-03 12:00:00,1604.44,51502.0
493,2021-03-03 15:00:00,1607.0,51599.8
494,2021-03-03 18:00:00,1616.0,51200.0
495,2021-03-03 21:00:00,1615.06,50878.3
496,2021-03-04 00:00:00,1583.09,50471.8
497,2021-03-04 03:00:00,1609.32,51466.5
498,2021-03-04 06:00:00,1548.1,49165.6
499,2021-03-04 09:00:00,1575.63,49925.0
500,2021-03-04 12:00:00,1554.02,49283.9
501,2021-03-04 15:00:00,1566.81,49674.0
502,2021-03-04 18:00:00,1591.86,49886.8
503,2021-03-04 21:00:00,1523.93,48082.4
504,2021-03-05 00:00:00,1530.0,48240.1
505,2021-03-05 03:00:00,1462.01,46670.8
506,2021-03-05 06:00:00,1470.0,46780.0
507,2021-03-05 09:00:00,1477.0,47364.0
508,2021-03-05 12:00:00,1473.34,47205.9
509,2021-03-05 15:00:00,1494.37,48214.1
510,2021-03-05 18:00:00,1480.0,47764.2
511,2021-03-05 21:00:00,1537.29,49354.7
512,2021-03-06 00:00:00,1540.17,48998.9
513,2021-03-06 03:00:00,1530.0,48729.0
514,2021-03-06 06:00:00,1528.28,48552.0
515,2021-03-06 09:00:00,1590.0,48798.2
516,2021-03-06 12:00:00,1565.0,48037.0
517,2021-03-06 15:00:00,1525.98,47356.8
518,2021-03-06 18:00:00,1575.16,47791.9
519,2021-03-06 21:00:00,1618.2,48474.6
520,2021-03-07 00:00:00,1664.88,49047.1
521,2021-03-07 03:00:00,1642.26,49187.3
522,2021-03-07 06:00:00,1652.92,49443.2
523,2021-03-07 09:00:00,1682.3,50214.6
524,2021-03-07 12:00:00,1671.6,50669.2
525,2021-03-07 15:00:00,1663.31,50774.3
526,2021-03-07 18:00:00,1670.0,51150.3
527,2021-03-07 21:00:00,1657.67,50301.5
528,2021-03-08 00:00:00,1676.83,50628.1
529,2021-03-08 03:00:00,1733.0,51493.1
530,2021-03-08 06:00:00,1730.0,50418.2
531,2021-03-08 09:00:00,1685.07,49828.1
532,2021-03-08 12:00:00,1710.0,50252.5
533,2021-03-08 15:00:00,1734.41,50966.0
534,2021-03-08 19:00:00,1736.57,50843.7
535,2021-03-08 21:00:00,1775.42,51476.7
536,2021-03-09 00:00:00,1787.25,51695.5
537,2021-03-09 03:00:00,1849.18,53620.1
538,2021-03-09 06:00:00,1843.49,53724.6
539,2021-03-09 09:00:00,1812.9,53555.5
540,2021-03-09 12:00:00,1824.68,54198.6
541,2021-03-09 15:00:00,1841.21,54847.9
542,2021-03-09 18:00:00,1833.05,54135.0
543,2021-03-09 21:00:00,1830.47,54213.2
544,2021-03-10 00:00:00,1860.47,55000.0
545,2021-03-10 03:00:00,1829.0,54685.2
546,2021-03-10 06:00:00,1787.54,53608.1
547,2021-03-10 09:00:00,1812.0,54290.0
548,2021-03-10 12:00:00,1815.95,54864.2
549,2021-03-10 15:00:00,1847.25,56358.6
550,2021-03-10 18:00:00,1844.0,57116.3
551,2021-03-10 21:00:00,1841.0,56793.7
552,2021-03-11 00:00:00,1828.24,56979.1
553,2021-03-11 03:00:00,1785.0,55832.1
554,2021-03-11 06:00:00,1801.78,55849.1
555,2021-03-11 09:00:00,1768.85,55138.3
556,2021-03-11 12:00:00,1769.81,55711.1
557,2021-03-11 15:00:00,1815.0,56942.7
558,2021-03-11 18:00:00,1795.0,57000.0
